2012/04/16	10:16:00	0.01	0.01	0.01	0.01	20.00
2012/04/16	10:17:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:18:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:19:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:20:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:21:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:22:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:23:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:24:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:25:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:26:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:27:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:28:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:29:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:30:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:31:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:32:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:33:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:34:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:35:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:36:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:37:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:38:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:39:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:40:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:41:00	0.01	0.01	0.01	0.01	0.00
2012/04/16	10:42:00	0.01	0.01	0.01	0.01	2.00
2012/04/18	09:33:00	0.01	0.01	0.01	0.01	20.00
2012/04/18	09:34:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:35:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:36:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:37:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:38:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:39:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:40:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:41:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:42:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:43:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:44:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:45:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:46:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:47:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:48:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:49:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:50:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:51:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:52:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:53:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:54:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:55:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:56:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:57:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:58:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	09:59:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:00:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:01:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:02:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:03:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:04:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:05:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:06:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:07:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:08:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:09:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:10:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:11:00	0.01	0.01	0.01	0.01	0.00
2012/04/18	10:12:00	0.01	0.01	0.01	0.01	20.00
2012/04/19	10:09:00	0.01	0.01	0.01	0.01	2.00
2012/04/19	10:10:00	0.01	0.01	0.01	0.01	0.00
2012/04/19	10:11:00	0.01	0.01	0.01	0.01	0.00
2012/04/19	10:12:00	0.01	0.01	0.01	0.01	0.00
2012/04/19	10:13:00	0.01	0.01	0.01	0.01	0.00
2012/04/19	10:14:00	0.01	0.01	0.01	0.01	0.00
2012/04/19	10:15:00	0.01	0.01	0.01	0.01	0.00
2012/04/19	10:16:00	0.01	0.01	0.01	0.01	0.00
2012/04/19	10:17:00	0.01	0.01	0.01	0.01	0.00
