2012/06/21	10:19:00	0.44	0.44	0.44	0.44	10.00
2012/06/21	10:20:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:21:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:22:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:23:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:24:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:25:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:26:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:27:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:28:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:29:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:30:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:31:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:32:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:33:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:34:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:35:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:36:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:37:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:38:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:39:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:40:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:41:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:42:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:43:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:44:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:45:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:46:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:47:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:48:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:49:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:50:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:51:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:52:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:53:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:54:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:55:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:56:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:57:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:58:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	10:59:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:00:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:01:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:02:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:03:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:04:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:05:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:06:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:07:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:08:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:09:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:10:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:11:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:12:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:13:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:14:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:15:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:16:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:17:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:18:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:19:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:20:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:21:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:22:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:23:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:24:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:25:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:26:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:27:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:28:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:29:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:30:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:31:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:32:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:33:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:34:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:35:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:36:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:37:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:38:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:39:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:40:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:41:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:42:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:43:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:44:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:45:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:46:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:47:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:48:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:49:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:50:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:51:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:52:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:53:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:54:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:55:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:56:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:57:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:58:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	11:59:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:00:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:01:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:02:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:03:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:04:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:05:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:06:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:07:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:08:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:09:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:10:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:11:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:12:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:13:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:14:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:15:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:16:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:17:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:18:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:19:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:20:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:21:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:22:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:23:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:24:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:25:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:26:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:27:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:28:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:29:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:30:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:31:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:32:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:33:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:34:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:35:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:36:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:37:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:38:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:39:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:40:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:41:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:42:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:43:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:44:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:45:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:46:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:47:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:48:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:49:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:50:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:51:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:52:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:53:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:54:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:55:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:56:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:57:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:58:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	12:59:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	13:00:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	13:01:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	13:02:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	13:03:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	13:04:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	13:05:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	13:06:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	13:07:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	13:08:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	13:09:00	0.44	0.44	0.44	0.44	0.00
2012/06/21	13:10:00	0.44	0.44	0.44	0.44	0.00
